Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Protein,Geo_Location,U_S__State,Host,Isolation_Source,Collection_Date,GenBank_Title
QLG76961,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: South Australia",,Homo sapiens,"",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG76973,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: South Australia",,Homo sapiens,"",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG76985,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: South Australia",,Homo sapiens,"",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG76997,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: South Australia",,Homo sapiens,"",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD07640,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Hong Kong",,Homo sapiens,"",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD07676,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Hong Kong",,Homo sapiens,"saliva, oronasopharynx",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98554,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Italy",,Homo sapiens,"lung, oronasopharynx",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJW69283,2020-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Bavaria",,Homo sapiens,"",2020-01-30,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD07652,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Hong Kong",,Homo sapiens,"",2020-01-31,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC50498,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Italy",,Homo sapiens,"oronasopharynx",2020-01-31,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98596,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Taiwan",,Homo sapiens,"",2020-01-31,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QHZ00389,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WI",WI,Homo sapiens,"oronasopharynx",2020-01-31,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98583,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Kerala State",,Homo sapiens,"oronasopharynx",2020-01-31,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJQ84568,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Thailand",,Homo sapiens,"",2020-02-01,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJW69211,2020-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Bavaria",,Homo sapiens,"",2020-02-01,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD07664,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Hong Kong",,Homo sapiens,"",2020-02-02,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJQ84652,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Thailand",,Homo sapiens,"",2020-02-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56062,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJW69223,2020-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Bavaria",,Homo sapiens,"",2020-02-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD47718,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Taiwan",,Homo sapiens,"oronasopharynx",2020-02-04,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56074,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-04,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJQ84088,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"China: Guangdong, Guangzhou",,Homo sapiens,"urine",2020-02-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIE07451,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"China: Guangdong, Guangzhou",,Homo sapiens,"oronasopharynx",2020-02-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIA98606,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Taiwan",,Homo sapiens,"",2020-02-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21048,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"oronasopharynx",2020-02-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJQ84664,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Thailand",,Homo sapiens,"",2020-02-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJW69259,2020-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Bavaria",,Homo sapiens,"",2020-02-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIC53204,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Sweden",,Homo sapiens,"",2020-02-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJW69271,2020-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Bavaria",,Homo sapiens,"",2020-02-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56086,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-09,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21058,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"oronasopharynx",2020-02-10,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56098,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-10,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56110,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-10,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QID21068,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: TX",TX,Homo sapiens,"lung, oronasopharynx",2020-02-11,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJY78307,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"China",,Homo sapiens,"",2020-02-13,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56122,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-13,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56134,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-13,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJY78295,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"China",,Homo sapiens,"",2020-02-15,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56146,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-16,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96503,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96513,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57168,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57178,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57188,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57198,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57218,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57288,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56158,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-17,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96463,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57248,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57258,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57298,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57308,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56170,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56182,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96493,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-18,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKO24163,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: King County,WA",WA,Homo sapiens,"",2020-02-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57208,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57228,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH56194,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-02-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV37103,2020-06-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Northern Territory",,Homo sapiens,"",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV37115,2020-06-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Northern Territory",,Homo sapiens,"",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKS90527,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,King County",WA,Homo sapiens,"",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJU11800,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,,"",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96473,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIJ96483,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57318,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57328,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57338,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-02-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKS90743,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,King County",WA,Homo sapiens,"",2020-02-22,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
